filename,speaker
/content/drive/My Drive/spectrogram/data/wav/id11251/5-6lI5JQtb8/00001.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11251/Dfid1LOxOT8/00004.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11251/gFfcgOVmiO0/00009.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11251/Dfid1LOxOT8/00002.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11251/aLb6hifKTLg/00002.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11251/XHCSVYEZvlM/00002.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11251/gFfcgOVmiO0/00004.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11251/s4R4hvqrhFw/00001.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11251/5-6lI5JQtb8/00003.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11251/7GtZpUtReJ8/00006.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11251/Dfid1LOxOT8/00003.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11251/7GtZpUtReJ8/00002.wav,id11251
/content/drive/My Drive/spectrogram/data/wav/id11250/Vmk2ahvu0j0/00002.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/AQiipH_JwdE/00003.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/Vmk2ahvu0j0/00006.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/YEixBpNT3Ro/00007.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/1oQOlPEQvfo/00005.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/JQlWvNL3hZU/00003.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/YEixBpNT3Ro/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/41C5OqkOoJs/00002.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/41C5OqkOoJs/00003.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/mBV0J4uJL8Q/00002.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/Vmk2ahvu0j0/00008.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/4AXVcdYxaUI/00003.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/zmB5RzGgANo/00003.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/YEixBpNT3Ro/00006.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/DmgpPyxGw3c/00003.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/YEixBpNT3Ro/00003.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/zmB5RzGgANo/00006.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/iqGgKapY1EQ/00002.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/u5fm32lvCDE/00003.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/1BmQvhvvrhY/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/iqGgKapY1EQ/00009.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/DmgpPyxGw3c/00002.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/Vmk2ahvu0j0/00005.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/Vmk2ahvu0j0/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/u5fm32lvCDE/00006.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/RlKzQOY9iOM/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/09AvzdGWvhA/00002.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/1oQOlPEQvfo/00003.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/1BmQvhvvrhY/00002.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/YEixBpNT3Ro/00002.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/Vmk2ahvu0j0/00004.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/iqGgKapY1EQ/00008.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/4AXVcdYxaUI/00004.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/JQlWvNL3hZU/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/qbKs-20iT2w/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/Yo4whMkg1dI/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/mBV0J4uJL8Q/00003.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/4AXVcdYxaUI/00002.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/mBV0J4uJL8Q/00007.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/mBV0J4uJL8Q/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/XzxoDj38eJk/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/BjeB56jf_a0/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/JQlWvNL3hZU/00002.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/YEixBpNT3Ro/00008.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/1oQOlPEQvfo/00006.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/zmB5RzGgANo/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/u5fm32lvCDE/00005.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/u5fm32lvCDE/00004.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/iqGgKapY1EQ/00005.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/zmB5RzGgANo/00004.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/iqGgKapY1EQ/00006.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/YEixBpNT3Ro/00009.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/Vmk2ahvu0j0/00007.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/4AXVcdYxaUI/00001.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/AQiipH_JwdE/00002.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/mBV0J4uJL8Q/00006.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11250/iqGgKapY1EQ/00004.wav,id11250
/content/drive/My Drive/spectrogram/data/wav/id11248/yDqlBD8m_b8/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/CNA06a6vYUo/00007.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/5hBbAqRV_uc/00010.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/yDqlBD8m_b8/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/5hBbAqRV_uc/00009.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/t4urXw58k3c/00006.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/6zwGXB2vA_8/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Alss3aG6E_8/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/ULBH3A8DjPM/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00023.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/lT7RLnELEds/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/yiNkInm9OKQ/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00022.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/YZvnSvAmCdA/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/hmXTAGX2gyE/00009.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00011.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/6kGwhudccdg/00006.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/t4urXw58k3c/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00030.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00010.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Alss3aG6E_8/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00025.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00015.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00008.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/6zwGXB2vA_8/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/ULBH3A8DjPM/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/lT2sClz14a8/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/wSzQCsNCBNk/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00007.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/EHGh61uBjNM/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Alss3aG6E_8/00006.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/ULBH3A8DjPM/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/CNA06a6vYUo/00008.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/RUWl-AE3ocU/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00024.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/UgnkM5giZpI/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/lT2sClz14a8/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/4iN6W9ajA-g/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00006.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/CNA06a6vYUo/00006.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/ULBH3A8DjPM/00009.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/yDqlBD8m_b8/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/T5VqQSfzmHo/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Alss3aG6E_8/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/6kGwhudccdg/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/lT7RLnELEds/00010.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/_U-p_z1WI2E/00007.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/BGioxj5mMLI/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/lpuSyPlmv3c/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/lpuSyPlmv3c/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/YZvnSvAmCdA/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00018.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/lT2sClz14a8/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/RUWl-AE3ocU/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00013.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/CNA06a6vYUo/00010.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00020.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/YZvnSvAmCdA/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00016.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/5hBbAqRV_uc/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/6zwGXB2vA_8/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/UgnkM5giZpI/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00017.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/hmXTAGX2gyE/00007.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/6kGwhudccdg/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00006.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/hmXTAGX2gyE/00010.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00021.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00014.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/_U-p_z1WI2E/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/t4urXw58k3c/00007.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/YZvnSvAmCdA/00006.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/6kGwhudccdg/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/5hBbAqRV_uc/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/u1iaCkCVTg0/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/yDqlBD8m_b8/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/lT7RLnELEds/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/lT7RLnELEds/00007.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/crXBCiBX-bU/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00011.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/5hBbAqRV_uc/00006.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/4iN6W9ajA-g/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00013.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00019.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/D5GJrBIhvJ8/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/RUWl-AE3ocU/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/D5GJrBIhvJ8/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Alss3aG6E_8/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/t4urXw58k3c/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/D5GJrBIhvJ8/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/ULBH3A8DjPM/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/YZvnSvAmCdA/00007.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/t4urXw58k3c/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/hmXTAGX2gyE/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/CNA06a6vYUo/00011.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/CNA06a6vYUo/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/5hBbAqRV_uc/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/ULBH3A8DjPM/00008.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/ULBH3A8DjPM/00006.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00020.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/YZvnSvAmCdA/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/UgnkM5giZpI/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/CNA06a6vYUo/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/RUWl-AE3ocU/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00019.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/6kGwhudccdg/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00016.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/4iN6W9ajA-g/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Alss3aG6E_8/00001.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/5hBbAqRV_uc/00012.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00029.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/wSzQCsNCBNk/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/lT7RLnELEds/00009.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/D5GJrBIhvJ8/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00009.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/hmXTAGX2gyE/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00012.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/lT7RLnELEds/00006.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/5hBbAqRV_uc/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/_U-p_z1WI2E/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/u1iaCkCVTg0/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/_U-p_z1WI2E/00008.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/T5VqQSfzmHo/00005.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/u1iaCkCVTg0/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/hmXTAGX2gyE/00006.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/QdBQTHX55yI/00027.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/ULBH3A8DjPM/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/Xame3EjV0cc/00002.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/wSzQCsNCBNk/00003.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/T5VqQSfzmHo/00004.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11248/t4urXw58k3c/00008.wav,id11248
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00006.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00018.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/vi7jFBGoOb4/00003.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/PqwPZ_mR5LQ/00002.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/k6Z_WMCysPY/00005.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/k6Z_WMCysPY/00004.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/k6Z_WMCysPY/00002.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/PqwPZ_mR5LQ/00001.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00001.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00004.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/MyAp7FdISV8/00006.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00005.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/vi7jFBGoOb4/00001.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00015.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00010.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00017.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/vpUaGfi9KY8/00003.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00007.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00015.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/GdOBXSK2c10/00002.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/GdOBXSK2c10/00001.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/MyAp7FdISV8/00002.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00012.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00004.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/kRIRJgDitYQ/00001.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00008.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00005.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/vpUaGfi9KY8/00001.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/vi7jFBGoOb4/00002.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00007.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00003.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00010.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/kRIRJgDitYQ/00006.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00013.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00002.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/k6Z_WMCysPY/00003.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00003.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00016.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/k6Z_WMCysPY/00009.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/shuLTydf6VE/00002.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/shuLTydf6VE/00003.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00001.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00002.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/3zMOocYiQtI/00001.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/gO3JdPqv3fo/00002.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00006.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/fE2iWoYjjH8/00009.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/F8kg0LEuKCE/00009.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/kRIRJgDitYQ/00004.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/KeTz24J1eHg/00001.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/gO3JdPqv3fo/00001.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/k6Z_WMCysPY/00006.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11246/MyAp7FdISV8/00001.wav,id11246
/content/drive/My Drive/spectrogram/data/wav/id11241/GuIscTp-WVM/00008.wav,id11241
/content/drive/My Drive/spectrogram/data/wav/id11241/3M-MKKnBQ4s/00005.wav,id11241
/content/drive/My Drive/spectrogram/data/wav/id11241/GuIscTp-WVM/00012.wav,id11241
/content/drive/My Drive/spectrogram/data/wav/id11241/GuIscTp-WVM/00009.wav,id11241
/content/drive/My Drive/spectrogram/data/wav/id11241/3M-MKKnBQ4s/00004.wav,id11241
